file	merge	types	tokens	TTR	H	Hcross	R
bsn-x-bible.txt.clean.txt	0	68	190071	0.0003577610471876299	4.78330748698972	9.115804671517854	0.2142362735133757
bsn-x-bible.txt.clean.txt	1000	1024	49543	0.02066891387279737	8.759746821958329	10.986295093254636	0.12402531780416715
bsn-x-bible.txt.clean.txt	2000	1925	42571	0.04521857602593315	9.059359628694388	12.135368183592881	0.16967681441948868
bsn-x-bible.txt.clean.txt	3000	2753	39552	0.06960457119741101	9.134303115670033	12.83066855320466	0.20062379729530022
bsn-x-bible.txt.clean.txt	4000	3507	37552	0.09339049850873456	9.130128093830084	13.309595068126342	0.22468484564661184
bsn-x-bible.txt.clean.txt	5000	3617	37266	0.09705898137712661	9.130727198982608	13.35846399276994	0.22755661443760367
bsn-x-bible.txt.clean.txt	6000	3617	37266	0.09705898137712661	9.130727198982608	13.35846399276994	0.22755661443760367
bsn-x-bible.txt.clean.txt	7000	3617	37266	0.09705898137712661	9.130727198982608	13.35846399276994	0.22755661443760367
bsn-x-bible.txt.clean.txt	8000	3617	37266	0.09705898137712661	9.130727198982608	13.35846399276994	0.22755661443760367
bsn-x-bible.txt.clean.txt	9000	3617	37266	0.09705898137712661	9.130727198982608	13.35846399276994	0.22755661443760367
bsn-x-bible.txt.clean.txt	10000	3617	37266	0.09705898137712661	9.130727198982608	13.35846399276994	0.22755661443760367
